Date,Value
1981-10-01,3.0
1981-11-01,0.24
1981-12-01,2.46
1982-01-01,2.1
1982-02-01,4.09
1982-03-01,3.47
1982-04-01,2.82
1982-05-01,3.57
1982-06-01,5.49
1982-07-01,2.11
1982-08-01,3.36
1982-09-01,4.22
1982-10-01,2.21
1982-11-01,2.87
1982-12-01,2.25
1983-01-01,1.4
1983-02-01,3.74
1983-03-01,4.21
1983-04-01,7.24
1983-05-01,3.63
1983-06-01,4.01
1983-07-01,0.94
1983-08-01,1.34
1983-09-01,2.95
1983-10-01,6.0
1983-11-01,5.06
1983-12-01,5.66
1984-01-01,1.42
1984-02-01,4.13
1984-03-01,5.81
1984-04-01,5.01
1984-05-01,4.23
1984-06-01,2.19
1984-07-01,2.46
1984-08-01,10.71
1984-09-01,1.49
1984-10-01,1.73
1984-11-01,3.64
1984-12-01,1.25
1985-01-01,2.32
1985-02-01,3.73
1985-03-01,1.7
1985-04-01,0.33
1985-05-01,4.82
1985-06-01,1.14
1985-07-01,2.34
1985-08-01,3.35
1985-09-01,2.96
1985-10-01,4.06
1985-11-01,5.27
1985-12-01,0.92
1986-01-01,1.58
1986-02-01,3.16
1986-03-01,1.12
1986-04-01,3.01
1986-05-01,1.19
1986-06-01,1.4
1986-07-01,1.86
1986-08-01,5.72
1986-09-01,1.04
1986-10-01,1.3
1986-11-01,4.17
1986-12-01,4.83
1987-01-01,4.53
1987-02-01,2.47
1987-03-01,1.46
1987-04-01,4.61
1987-05-01,2.33
1987-06-01,3.38
1987-07-01,3.04
1987-08-01,0.96
1987-09-01,8.11
1987-10-01,2.51
1987-11-01,5.02
1987-12-01,2.35
1988-01-01,2.47
1988-02-01,2.06
1988-03-01,2.31
1988-04-01,2.35
1988-05-01,10.26
1988-06-01,0.52
1988-07-01,7.12
1988-08-01,3.92
1988-09-01,1.8
1988-10-01,1.6
1988-11-01,4.48
1988-12-01,0.92
1989-01-01,2.65
1989-02-01,2.5
1989-03-01,4.01
1989-04-01,2.7
1989-05-01,7.71
1989-06-01,5.75
1989-07-01,5.99
1989-08-01,0.76
1989-09-01,3.14
1989-10-01,4.73
1989-11-01,2.68
1989-12-01,1.72
1990-01-01,3.14
1990-02-01,1.65
1990-03-01,2.78
1990-04-01,5.06
1990-05-01,4.37
1990-06-01,1.77
1990-07-01,5.42
1990-08-01,5.56
1990-09-01,1.49
1990-10-01,6.53
1990-11-01,2.56
1990-12-01,5.0
1991-01-01,2.67
1991-02-01,0.81
1991-03-01,5.16
1991-04-01,1.8
1991-05-01,1.51
1991-06-01,6.58
1991-07-01,2.64
1991-08-01,0.99
1991-09-01,3.25
1991-10-01,1.37
1991-11-01,2.7
1991-12-01,4.54
1992-01-01,2.13
1992-02-01,2.26
1992-03-01,3.23
1992-04-01,3.15
1992-05-01,3.82
1992-06-01,2.88
1992-07-01,7.23
1992-08-01,1.33
1992-09-01,5.55
1992-10-01,2.81
1992-11-01,5.24
1992-12-01,4.73
1993-01-01,2.72
1993-02-01,2.74
1993-03-01,7.65
1993-04-01,5.62
1993-05-01,2.85
1993-06-01,1.77
1993-07-01,2.06
1993-08-01,4.68
1993-09-01,4.66
1993-10-01,2.15
1993-11-01,6.28
1993-12-01,3.78
1994-01-01,4.12
1994-02-01,3.61
1994-03-01,6.71
1994-04-01,1.71
1994-05-01,3.19
1994-06-01,5.82
1994-07-01,5.75
1994-08-01,4.62
1994-09-01,3.4
1994-10-01,1.05
1994-11-01,1.86
1994-12-01,2.42
1995-01-01,4.18
1995-02-01,1.8
1995-03-01,1.39
1995-04-01,2.14
1995-05-01,5.13
1995-06-01,3.25
1995-07-01,4.24
1995-08-01,2.02
1995-09-01,2.74
1995-10-01,6.51
1995-11-01,4.75
1995-12-01,2.05
1996-01-01,5.61
1996-02-01,2.62
1996-03-01,3.52
1996-04-01,3.69
1996-05-01,7.07
1996-06-01,4.88
1996-07-01,5.89
1996-08-01,4.16
1996-09-01,7.72
1996-10-01,3.97
1996-11-01,3.75
1996-12-01,5.21
1997-01-01,2.16
1997-02-01,2.16
1997-03-01,4.78
1997-04-01,2.18
1997-05-01,2.87
1997-06-01,2.36
1997-07-01,1.38
1997-08-01,5.32
1997-09-01,3.16
1997-10-01,2.75
1997-11-01,5.48
1997-12-01,1.92
1998-01-01,5.43
1998-02-01,5.83
1998-03-01,5.6
1998-04-01,2.92
1998-05-01,4.52
1998-06-01,5.87
1998-07-01,1.31
1998-08-01,0.44
1998-09-01,1.25
1998-10-01,1.5
1998-11-01,1.21
1998-12-01,1.53
1999-01-01,5.39
1999-02-01,2.62
1999-03-01,3.44
1999-04-01,2.68
1999-05-01,2.22
1999-06-01,3.0
1999-07-01,2.56
1999-08-01,5.43
1999-09-01,9.32
1999-10-01,2.55
1999-11-01,1.72
1999-12-01,2.67
2000-01-01,2.5
2000-02-01,1.92
2000-03-01,3.35
2000-04-01,4.36
2000-05-01,2.57
2000-06-01,4.02
2000-07-01,4.28
2000-08-01,5.92
2000-09-01,4.2
2000-10-01,0.06
2000-11-01,1.57
2000-12-01,2.06
2001-01-01,2.54
2001-02-01,1.68
2001-03-01,4.14
2001-04-01,2.15
2001-05-01,5.68
2001-06-01,4.83
2001-07-01,4.24
2001-08-01,4.52
2001-09-01,3.39
2001-10-01,1.42
2001-11-01,0.81
2001-12-01,1.56
2002-01-01,1.22
2002-02-01,0.46
2002-03-01,3.48
2002-04-01,3.45
2002-05-01,4.73
2002-06-01,3.61
2002-07-01,2.64
2002-08-01,2.91
2002-09-01,2.84
2002-10-01,5.04
2002-11-01,4.13
2002-12-01,3.61
2003-01-01,2.69
2003-02-01,6.27
2003-03-01,3.69
2003-04-01,2.71
2003-05-01,8.71
2003-06-01,8.33
2003-07-01,6.06
2003-08-01,5.55
2003-09-01,7.26
2003-10-01,4.63
2003-11-01,5.2
2003-12-01,4.57
2004-01-01,1.41
2004-02-01,1.93
2004-03-01,2.05
2004-04-01,5.04
2004-05-01,3.06
2004-06-01,3.73
2004-07-01,3.72
2004-08-01,3.79
2004-09-01,5.8
2004-10-01,1.04
2004-11-01,4.11
2004-12-01,3.01
2005-01-01,3.14
2005-02-01,1.41
2005-03-01,3.93
2005-04-01,4.34
2005-05-01,4.86
2005-06-01,1.92
2005-07-01,7.85
2005-08-01,2.32
2005-09-01,0.15
2005-10-01,9.22
2005-11-01,2.49
2005-12-01,2.92
2006-01-01,2.39
2006-02-01,2.38
2006-03-01,0.07
2006-04-01,4.86
2006-05-01,1.8
2006-06-01,11.79
2006-07-01,2.45
2006-08-01,1.24
2006-09-01,7.12
2006-10-01,4.82
2006-11-01,5.31
2006-12-01,1.74
2007-01-01,2.11
2007-02-01,2.54
2007-03-01,2.93
2007-04-01,3.38
2007-05-01,0.34
2007-06-01,2.92
2007-07-01,1.75
2007-08-01,1.67
2007-09-01,1.4
2007-10-01,3.52
2007-11-01,1.49
2007-12-01,2.97
2008-01-01,1.26
2008-02-01,2.67
2008-03-01,2.47
2008-04-01,6.22
2008-05-01,9.38
2008-06-01,4.21
2008-07-01,2.18
2008-08-01,2.48
2008-09-01,7.18
2008-10-01,1.31
2008-11-01,2.01
2008-12-01,2.61
2009-01-01,2.64
2009-02-01,0.35
2009-03-01,2.41
2009-04-01,4.12
2009-05-01,10.26
2009-06-01,6.69
2009-07-01,2.18
2009-08-01,2.75
2009-09-01,1.83
2009-10-01,5.7
2009-11-01,3.71
2009-12-01,5.98
2010-01-01,2.01
2010-02-01,4.63
2010-03-01,3.36
2010-04-01,1.29
2010-05-01,5.42
2010-06-01,1.29
2010-07-01,4.17
2010-08-01,4.42
2010-09-01,6.16
2010-10-01,2.38
2010-11-01,2.5
2010-12-01,1.47
2011-01-01,1.87
2011-02-01,2.21
2011-03-01,5.07
2011-04-01,5.21
2011-05-01,3.28
2011-06-01,1.4
2011-07-01,2.58
2011-08-01,3.74
2011-09-01,7.93
2011-10-01,6.27
2011-11-01,2.18
2011-12-01,4.46
2012-01-01,1.85
2012-02-01,2.24
2012-03-01,1.52
2012-04-01,1.82
2012-05-01,5.38
2012-06-01,1.79
2012-07-01,2.43
2012-08-01,3.02
2012-09-01,2.71
2012-10-01,8.88
2012-11-01,1.12
2012-12-01,2.87
2013-01-01,3.7
2013-02-01,1.63
2013-03-01,3.16
2013-04-01,2.3
2013-05-01,3.2
2013-06-01,4.64
2013-07-01,7.27
2013-08-01,1.95
2013-09-01,1.61
2013-10-01,7.51
2013-11-01,2.79
2013-12-01,5.58
2014-01-01,2.69
2014-02-01,3.81
2014-03-01,4.1
2014-04-01,7.41
2014-05-01,6.34
2014-06-01,4.62
2014-07-01,2.09
2014-08-01,5.15
2014-09-01,0.93
2014-10-01,3.01
2014-11-01,2.66
2014-12-01,3.26
2015-01-01,3.26
2015-02-01,1.76
2015-03-01,3.92
2015-04-01,2.46
2015-05-01,2.46
2015-06-01,7.44
2015-07-01,4.89
2015-08-01,1.09
2015-09-01,2.33
2015-10-01,3.95
2015-11-01,2.06
2015-12-01,3.76
2016-01-01,4.47
2016-02-01,3.79
2016-03-01,1.45
2016-04-01,1.88
2016-05-01,6.08
2016-06-01,6.35
2016-07-01,3.02
2016-08-01,0.96
2016-09-01,2.55
2016-10-01,0.65
2016-11-01,1.77
2016-12-01,2.36
2017-01-01,2.73
2017-02-01,0.71
2017-03-01,4.12
2017-04-01,3.04
2017-05-01,8.49
2017-06-01,1.28
2017-07-01,8.8
2017-08-01,3.83
2017-09-01,1.75
2017-10-01,3.15
2017-11-01,1.99
2017-12-01,0.77
2018-01-01,1.79
2018-02-01,4.6
2018-03-01,1.79
2018-04-01,3.55
2018-05-01,8.92
2018-06-01,4.17
2018-07-01,11.21
2018-08-01,7.23
2018-09-01,7.36
2018-10-01,2.68
2018-11-01,7.68
2018-12-01,5.76
2019-01-01,3.96
2019-02-01,3.5
2019-03-01,4.55
2019-04-01,2.82
2019-05-01,5.05
2019-06-01,2.44
2019-07-01,2.73
2019-08-01,4.79
2019-09-01,0.41
2019-10-01,5.97
2019-11-01,1.62
2019-12-01,2.97
2020-01-01,3.33
2020-02-01,3.24
2020-03-01,1.99
2020-04-01,5.56
2020-05-01,2.4
2020-06-01,5.21
2020-07-01,4.85
2020-08-01,7.64
2020-09-01,2.29
2020-10-01,3.54
2020-11-01,3.61
2020-12-01,5.81
2021-01-01,1.88
2021-02-01,4.28
2021-03-01,2.27
2021-04-01,2.28
2021-05-01,2.87
2021-06-01,3.65
2021-07-01,2.43
2021-08-01,4.93
2021-09-01,4.72
2021-10-01,4.28
2021-11-01,0.91
2021-12-01,0.46
2022-01-01,3.9
2022-02-01,2.3
2022-03-01,1.92
2022-04-01,2.25
2022-05-01,6.85
2022-06-01,2.75
2022-07-01,5.23
2022-08-01,2.3
2022-09-01,3.28
2022-10-01,2.24
2022-11-01,2.79
2022-12-01,4.95
2023-01-01,1.36
2023-02-01,2.27
2023-03-01,1.57
2023-04-01,3.3
2023-05-01,1.48
2023-06-01,2.3
2023-07-01,5.09
2023-08-01,1.85
2023-09-01,6.65
2023-10-01,0.67
2023-11-01,2.49
2023-12-01,5.75
2024-01-01,6.0
2024-02-01,1.45
2024-03-01,3.89
2024-04-01,1.74
2024-05-01,4.22
2024-06-01,0.69
2024-07-01,2.66
2024-08-01,5.13
2024-09-01,3.27
2024-10-01,0.13
2024-11-01,2.49
2024-12-01,5.75
